epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.590833306312561,0.6588499546051025,0.8219034075737,0.6033333539962769,0.5203111171722412,1.694169282913208
1,0.6191666722297668,0.7032152414321899,0.644198477268219,0.5199999809265137,0.6710000038146973,0.6699381470680237
2,0.6366666555404663,0.7321000099182129,0.567370593547821,0.5933333039283752,0.5297110676765442,0.7556964159011841
3,0.6299999952316284,0.7293805480003357,0.5464109182357788,0.6399999856948853,0.7512666583061218,0.5483143925666809
4,0.6616666913032532,0.7572652697563171,0.5163275003433228,0.6233333349227905,0.7342000007629395,0.5191887021064758
5,0.6625000238418579,0.767383337020874,0.514238715171814,0.6100000143051147,0.7162666916847229,0.5216271877288818
6,0.6650000214576721,0.7695180773735046,0.5071216821670532,0.6333333253860474,0.7054444551467896,0.520494282245636
7,0.6666666865348816,0.7714027762413025,0.5105857253074646,0.6333333253860474,0.7590667009353638,0.5009185075759888
8,0.6691666841506958,0.763052761554718,0.5114373564720154,0.6333333253860474,0.7501999735832214,0.5017166137695312
9,0.6600000262260437,0.7791875600814819,0.500116765499115,0.6266666650772095,0.7582666277885437,0.49309977889060974
10,0.6933333277702332,0.8032903075218201,0.48368316888809204,0.6366666555404663,0.7701333165168762,0.49503493309020996
11,0.6825000047683716,0.7958764433860779,0.4882701635360718,0.6899999976158142,0.7576221823692322,0.5043319463729858
12,0.7083333134651184,0.8118194341659546,0.4787287414073944,0.6499999761581421,0.7837110757827759,0.4805904030799866
13,0.7116666436195374,0.8249485492706299,0.46201232075691223,0.6499999761581421,0.7811332941055298,0.4941284656524658
14,0.7200000286102295,0.8355555534362793,0.4518781006336212,0.6100000143051147,0.7653555870056152,0.5098361968994141
15,0.7074999809265137,0.8262152671813965,0.4568176865577698,0.6566666960716248,0.7805555462837219,0.47714629769325256
16,0.73416668176651,0.8450055718421936,0.4444383382797241,0.6833333373069763,0.7751777172088623,0.4878365695476532
17,0.7266666889190674,0.8459236025810242,0.4379928708076477,0.6399999856948853,0.7828667163848877,0.47374817728996277
18,0.7383333444595337,0.8477804660797119,0.44186151027679443,0.6000000238418579,0.725422203540802,0.5471261143684387
19,0.7433333396911621,0.8468360304832458,0.4398132860660553,0.6966666579246521,0.7802889347076416,0.5018259286880493
20,0.7391666769981384,0.848841667175293,0.4327940344810486,0.6399999856948853,0.7662445306777954,0.5258297324180603
21,0.7200000286102295,0.8450097441673279,0.4299391806125641,0.6499999761581421,0.7829111814498901,0.506500244140625
22,0.75,0.8668902516365051,0.4100323021411896,0.6200000047683716,0.7689555287361145,0.5306236743927002
23,0.7458333373069763,0.8660499453544617,0.4158559739589691,0.653333306312561,0.7774444222450256,0.49171993136405945
24,0.762499988079071,0.8761069178581238,0.40240389108657837,0.6399999856948853,0.7829555869102478,0.5037174224853516
25,0.7541666626930237,0.8764486312866211,0.3949684202671051,0.6600000262260437,0.7730666399002075,0.5097291469573975
26,0.7716666460037231,0.8779736161231995,0.39752551913261414,0.6333333253860474,0.7734445333480835,0.525031566619873
27,0.762499988079071,0.8826861381530762,0.39185425639152527,0.6200000047683716,0.7728222608566284,0.5159890055656433
28,0.7766666412353516,0.8872096538543701,0.3895915150642395,0.6133333444595337,0.7730221748352051,0.5254914164543152
29,0.7825000286102295,0.8891514539718628,0.3862689733505249,0.6233333349227905,0.7685777544975281,0.5322340726852417
