Metric,Mean,Std,Num_Runs
Val_Acc,0.6086500000000001,0.013981595044915293,10
Val_AUC,0.62088,0.05091144381287093,10
Precision,0.5934299999999999,0.030022845005465797,10
Recall,0.72267,0.15843924212279115,10
F1,0.64035,0.062310624205579,10
Total_Time(s),89.16499999999999,2.221057055648157,10
Max_RAM(MB),2036.5189999999998,34.512895641420116,10
