Timestamp,Algo,Depth,Filters,BiLSTM,Val_Acc,Val_AUC,Precision,Recall,F1,Model_Path
2026-01-26 04:14:51,cnn,2,32,False,0.6400,0.7079,0.6061,0.8000,0.6897,Steganalysis/logs/CNN_D2_F32_20260126-041400/best_model.keras
