epoch,accuracy,auc,duration,loss,ram_usage,val_accuracy,val_auc,val_loss
0,0.4863112270832062,0.48175594210624695,31.871983289718628,0.7748335003852844,2550.8046875,0.5,0.5347957611083984,0.9145832657814026
1,0.4827089309692383,0.4823020100593567,4.551069736480713,0.7037708759307861,2721.828125,0.5,0.5249989032745361,0.7497768998146057
2,0.5136887431144714,0.5083496570587158,4.51598334312439,0.6939446330070496,2745.70703125,0.5,0.5136255025863647,0.7062810659408569
3,0.49495676159858704,0.5008056163787842,4.5214478969573975,0.6966977715492249,2735.58203125,0.5,0.5155173540115356,0.6949872970581055
4,0.4985590875148773,0.4955090284347534,4.576831102371216,0.6959928274154663,2735.5859375,0.5,0.5190756916999817,0.6982020735740662
5,0.4942363202571869,0.48646071553230286,4.5095367431640625,0.6948943734169006,2738.96484375,0.5134228467941284,0.5025674104690552,0.6930245757102966
6,0.4963977038860321,0.49847501516342163,9.841495990753174,0.6938340067863464,2740.1796875,0.5,0.5065762400627136,0.6931880712509155
7,0.5021613836288452,0.506014883518219,4.575985670089722,0.6931266188621521,2746.93359375,0.5268456339836121,0.529773473739624,0.6923427581787109
8,0.49927952885627747,0.5113415718078613,4.657511949539185,0.6924300193786621,2743.5546875,0.5134228467941284,0.5404711365699768,0.6928021907806396
9,0.5050432085990906,0.4998546540737152,4.693039894104004,0.6950344443321228,2763.80859375,0.5,0.5210126042366028,0.6929064989089966
10,0.5036023259162903,0.5159862041473389,4.69234037399292,0.6929104328155518,2760.4296875,0.5100671052932739,0.526823103427887,0.6929486393928528
11,0.5115273594856262,0.519523024559021,5.003881931304932,0.6931847929954529,2760.4375,0.5067114233970642,0.5132877230644226,0.6930121183395386
12,0.4891930818557739,0.48032957315444946,4.687335252761841,0.6937874555587769,2753.68359375,0.5134228467941284,0.5203143954277039,0.6929015517234802
13,0.5194524526596069,0.5321508646011353,4.674265384674072,0.6917355060577393,2753.68359375,0.5167785286903381,0.5340976119041443,0.6926851272583008
14,0.5036023259162903,0.5095248818397522,4.771731853485107,0.6930460333824158,2763.80859375,0.536912739276886,0.541169285774231,0.6923106908798218
15,0.4978386163711548,0.5063035488128662,10.077115297317505,0.6929301619529724,2767.18359375,0.536912739276886,0.5239629149436951,0.6920264959335327
16,0.5187320113182068,0.5225149393081665,9.878505945205688,0.6920766830444336,2767.18359375,0.5067114233970642,0.5382640361785889,0.6919881105422974
17,0.5144092440605164,0.5282391905784607,4.795419454574585,0.6923619508743286,2767.18359375,0.5134228467941284,0.5428358912467957,0.6918146014213562
18,0.5057637095451355,0.5284187197685242,4.830335855484009,0.6918022036552429,2767.18359375,0.5167785286903381,0.5352686643600464,0.6920019388198853
19,0.5072045922279358,0.5236620306968689,4.785175085067749,0.6922768354415894,2757.0625,0.5100671052932739,0.5351786017417908,0.693200945854187
20,0.5136887431144714,0.5140012502670288,5.211520433425903,0.6930914521217346,2757.05859375,0.5335570573806763,0.5495473146438599,0.6918333172798157
21,0.5021613836288452,0.5152137875556946,4.88373064994812,0.6931560635566711,2773.94140625,0.5201342105865479,0.5283095240592957,0.6923763751983643
22,0.5072045922279358,0.506392776966095,4.89125394821167,0.693141758441925,2767.1875,0.536912739276886,0.5452457070350647,0.6918690800666809
23,0.5158501267433167,0.5305137038230896,4.950676202774048,0.6919666528701782,2767.1875,0.5268456339836121,0.5338273048400879,0.6920218467712402
24,0.5187320113182068,0.531804084777832,4.855918884277344,0.6914863586425781,2767.1875,0.5604026913642883,0.5452907681465149,0.6917849779129028
25,0.5144092440605164,0.533561646938324,5.186532258987427,0.6911730170249939,2753.69140625,0.5302013158798218,0.5573622584342957,0.6918469071388245
26,0.5158501267433167,0.5263279676437378,4.878827095031738,0.692406177520752,2767.19140625,0.536912739276886,0.5472951531410217,0.6916930079460144
27,0.5331411957740784,0.546881914138794,4.8408496379852295,0.690258800983429,2767.19140625,0.5469798445701599,0.5456511378288269,0.6916753053665161
28,0.49927952885627747,0.5261743068695068,5.14574933052063,0.691694974899292,2767.19140625,0.5268456339836121,0.5417773723602295,0.6914663910865784
29,0.5064841508865356,0.5110540390014648,4.7882421016693115,0.693341076374054,2767.19140625,0.5268456339836121,0.5435341000556946,0.6914771199226379
30,0.5036023259162903,0.5098414421081543,4.768534183502197,0.6932458281517029,2763.81640625,0.5469798445701599,0.5495923161506653,0.6914576888084412
31,0.5244956612586975,0.5272384285926819,5.106995344161987,0.6922021508216858,2763.81640625,0.536912739276886,0.5426557660102844,0.6913502216339111
32,0.48991355299949646,0.5014948844909668,9.925129890441895,0.6930264830589294,2757.0703125,0.5436241626739502,0.5479483008384705,0.6913048624992371
33,0.4891930818557739,0.5105712413787842,4.792247295379639,0.6925427317619324,2767.1953125,0.5469798445701599,0.5457862019538879,0.6914700865745544
