Timestamp,Algo,Depth,Filters,BiLSTM,Val_Acc,Val_AUC,Precision,Recall,F1,Model_Path
2026-01-26 07:53:18,cnn,5,128,False,0.7067,0.8145,0.7627,0.6000,0.6716,/content/drive/MyDrive/Git-audio-stego/audio-steganograph/Steganalysis/logs/MUSDB_LSB/find_filter/CNN_D5_F128_20260126-074529/best_model.keras
