epoch,accuracy,auc,duration,loss,ram_usage,val_accuracy,val_auc,val_loss
0,0.5791984796524048,0.6335805654525757,19.81504726409912,0.7629643678665161,3701.015625,0.5884955525398254,0.6595661640167236,0.6449369788169861
1,0.6173664331436157,0.704704761505127,3.7377407550811768,0.6240118741989136,3719.2109375,0.5973451137542725,0.6644999980926514,0.7791658639907837
2,0.6097328066825867,0.7023993730545044,3.783024549484253,0.5942209959030151,3719.22265625,0.5929203629493713,0.6516563296318054,0.6374503374099731
3,0.6240457892417908,0.7188701629638672,3.875699996948242,0.5600339770317078,3719.2421875,0.5973451137542725,0.6666927337646484,0.5889031887054443
4,0.614503800868988,0.721284806728363,3.8749988079071045,0.546789824962616,3719.2421875,0.5929203629493713,0.676207959651947,0.5826736092567444
5,0.6297709941864014,0.7259774804115295,3.887282609939575,0.5340797305107117,3719.2421875,0.5884955525398254,0.6635993123054504,0.5819346308708191
6,0.6183205842971802,0.7135492563247681,3.925778865814209,0.5417925119400024,3719.2421875,0.5840708017349243,0.6695512533187866,0.5767123699188232
7,0.6202290058135986,0.7258554697036743,4.026325702667236,0.5283035635948181,3719.2421875,0.6061946749687195,0.6845093965530396,0.5659288763999939
8,0.6230915784835815,0.7235537171363831,3.9389395713806152,0.52701336145401,3722.63671875,0.6150442361831665,0.6828647255897522,0.5733146071434021
9,0.6583969593048096,0.7529099583625793,3.8799962997436523,0.5193620324134827,3722.6484375,0.5132743120193481,0.5375518798828125,0.6570801138877869
10,0.6211832165718079,0.7207366228103638,3.9979422092437744,0.5226770043373108,3722.6484375,0.5973451137542725,0.6833346486091614,0.5626775622367859
11,0.6288167834281921,0.7241163849830627,3.888483762741089,0.5251777768135071,3722.65625,0.6061946749687195,0.6870154142379761,0.5785464644432068
12,0.6345419883728027,0.7295083999633789,3.7690510749816895,0.5206055641174316,3722.65625,0.5840708017349243,0.6749157905578613,0.5625167489051819
13,0.6345419883728027,0.7331194281578064,3.746793746948242,0.516421377658844,3722.66015625,0.6106194853782654,0.6982535123825073,0.5651203989982605
14,0.6383587718009949,0.7364718317985535,3.7851226329803467,0.5140188932418823,3734.81640625,0.6061946749687195,0.6849009394645691,0.5752180218696594
15,0.6479007601737976,0.7453964948654175,3.7298471927642822,0.52603679895401,3734.81640625,0.6061946749687195,0.692654013633728,0.5650239586830139
16,0.6240457892417908,0.7330665588378906,3.7144858837127686,0.5167004466056824,3744.9453125,0.6061946749687195,0.692145049571991,0.5562601089477539
17,0.6498091816902161,0.7346690893173218,3.7315280437469482,0.5153273344039917,3734.8203125,0.6061946749687195,0.6891299486160278,0.5600254535675049
18,0.6402671933174133,0.7376154065132141,3.724604606628418,0.5082536339759827,3735.03125,0.6106194853782654,0.6914793252944946,0.5575323104858398
19,0.6364504098892212,0.7340335249900818,3.713290214538574,0.5139594078063965,3735.03125,0.6150442361831665,0.6971180438995361,0.5536664128303528
20,0.6230915784835815,0.7195475697517395,3.719700336456299,0.5134033560752869,3745.16015625,0.6061946749687195,0.6929281949996948,0.5556083917617798
21,0.6498091816902161,0.7414085268974304,3.787339448928833,0.508319616317749,3735.03125,0.6061946749687195,0.6885817050933838,0.5507084131240845
22,0.6450381875038147,0.7454748153686523,3.786237955093384,0.5058691501617432,3735.03125,0.6283186078071594,0.6970005631446838,0.5507868528366089
23,0.6545801758766174,0.7436447739601135,3.7791104316711426,0.508514940738678,3735.0390625,0.6061946749687195,0.69292813539505,0.556010901927948
24,0.6459923386573792,0.7440981864929199,3.786001443862915,0.5065270066261292,3735.0390625,0.6106194853782654,0.6886208653450012,0.555331826210022
25,0.6440839767456055,0.7486961483955383,4.034364461898804,0.5048887729644775,3735.0390625,0.6106194853782654,0.6972354650497437,0.5490135550498962
26,0.6450381875038147,0.7481498718261719,3.830652952194214,0.5050644278526306,3735.0390625,0.6106194853782654,0.7004855275154114,0.5492034554481506
27,0.6259542107582092,0.7331322431564331,3.80989670753479,0.5025947690010071,3735.0390625,0.6106194853782654,0.6961390972137451,0.5481907725334167
28,0.6230915784835815,0.7360803484916687,3.8451290130615234,0.5022659301757812,3735.0390625,0.6150442361831665,0.6963739991188049,0.5474112033843994
29,0.6641221642494202,0.7636956572532654,3.819207191467285,0.5012121200561523,3735.0390625,0.6194690465927124,0.6982927322387695,0.5478382706642151
30,0.6240457892417908,0.732332706451416,3.7780683040618896,0.5081239342689514,3745.1796875,0.6194690465927124,0.6946902871131897,0.5509968400001526
31,0.6555343270301819,0.7603414058685303,3.782456874847412,0.49927642941474915,3735.05078125,0.6194690465927124,0.6999764442443848,0.5472754836082458
32,0.6517175436019897,0.7424209117889404,3.8310904502868652,0.5006185173988342,3741.8046875,0.6283186078071594,0.7019343376159668,0.5464146137237549
33,0.6431297659873962,0.7453491687774658,3.7922630310058594,0.5011676549911499,3735.05078125,0.6194690465927124,0.6998199224472046,0.5467378497123718
