Metric,Mean,Std,Num_Runs
Val_Acc,0.6424799999999999,0.008016344414867524,10
Val_AUC,0.7383000000000001,0.010057169913383531,10
Precision,0.6763299999999999,0.07355302018121199,10
Recall,0.61063,0.19048080130728834,10
F1,0.61797,0.07466153330568262,10
Total_Time(s),215.87199999999999,3.637492420763394,10
Max_RAM(MB),3310.567,449.32705230649583,10
