Metric,Mean,Std,Num_Runs
Val_Acc,0.505,0.005263501158396806,10
Val_AUC,0.51712,0.005146476680431204,10
Precision,0.5040100000000001,0.004102424757248913,10
Recall,0.62066,0.26851261174601593,10
F1,0.5184599999999999,0.1847433426856477,10
Total_Time(s),268.89,4.5101958567967575,10
Max_RAM(MB),3454.3940000000002,413.31886717158227,10
