Timestamp,Algo,Depth,Filters,BiLSTM,Val_Acc,Val_AUC,Precision,Recall,F1,Total_Time(s),Max_RAM(MB),Model_Path
2026-02-06 21:46:19,cnn,5,64,False,0.5050,0.5212,0.5029,0.8550,0.6333,105.62,2016.84,/content/drive/MyDrive/Git-audio-stego/audio-steganograph/Steganalysis/logs/LSB_CNN_Case5_Timit1000_voc500_256/CNN_D5_F64_LR0.0001_20260206-214430/best_model.keras
