epoch,accuracy,auc,duration,loss,ram_usage,val_accuracy,val_auc,val_loss
0,0.5916030406951904,0.6425306797027588,19.377721309661865,0.7390490174293518,2911.33984375,0.5044247508049011,0.6142610907554626,0.6870121955871582
1,0.6278625726699829,0.7070574760437012,3.9293742179870605,0.6038304567337036,2963.953125,0.6371681690216064,0.7276216149330139,0.6019975543022156
2,0.6001908183097839,0.6954795718193054,3.9770171642303467,0.5766518115997314,2967.96875,0.6327433586120605,0.7306758165359497,0.5407298803329468
3,0.6087786555290222,0.7020223736763,4.086195468902588,0.572507381439209,2967.96875,0.6371681690216064,0.7343174815177917,0.5282979011535645
4,0.6221374273300171,0.7126023173332214,4.290870189666748,0.5592133402824402,2967.9765625,0.6327433586120605,0.7349831461906433,0.5284079909324646
5,0.5992366671562195,0.7001832127571106,4.322767496109009,0.5508666038513184,2967.98828125,0.6371681690216064,0.7366277575492859,0.519913911819458
6,0.6106870174407959,0.7045990824699402,4.330111980438232,0.5491248965263367,2967.98828125,0.6371681690216064,0.7357663512229919,0.5199074149131775
7,0.6164122223854065,0.7061524391174316,4.3470330238342285,0.5386805534362793,2968.01171875,0.6371681690216064,0.7349439859390259,0.5172891020774841
8,0.6288167834281921,0.7259429097175598,4.333783149719238,0.5357949733734131,2984.890625,0.6371681690216064,0.7307933568954468,0.5290150046348572
9,0.6202290058135986,0.7151862978935242,4.178426265716553,0.5349104404449463,2984.890625,0.6327433586120605,0.7271517515182495,0.516055166721344
10,0.6326335668563843,0.7242512106895447,4.081776142120361,0.5322080850601196,2984.9375,0.6371681690216064,0.7333777546882629,0.5160979628562927
11,0.6402671933174133,0.7400884032249451,4.025084733963013,0.5258778929710388,2984.9375,0.6415929198265076,0.7363536953926086,0.5213664174079895
12,0.6345419883728027,0.7209824919700623,3.97202467918396,0.5330908894538879,2984.96875,0.6327433586120605,0.7304017543792725,0.5159833431243896
13,0.6335877776145935,0.7239252328872681,3.9535574913024902,0.5333606004714966,2984.96875,0.6371681690216064,0.7338476181030273,0.5165352821350098
14,0.6288167834281921,0.7275180816650391,3.960472345352173,0.52450031042099,2984.96875,0.6371681690216064,0.7356097102165222,0.51577228307724
15,0.6173664331436157,0.7254002690315247,3.8775534629821777,0.5283588767051697,2984.96875,0.6371681690216064,0.7390555143356323,0.5137043595314026
16,0.6288167834281921,0.7297123670578003,3.899113178253174,0.5242912173271179,2984.96875,0.6327433586120605,0.7289137244224548,0.5161436796188354
17,0.6173664331436157,0.7020897269248962,5.175980091094971,0.5251616835594177,2984.96875,0.6283186078071594,0.7316939234733582,0.5155493021011353
18,0.6307252049446106,0.7243695259094238,3.9025137424468994,0.5225717425346375,2984.96875,0.6327433586120605,0.7326728701591492,0.5131748914718628
19,0.6202290058135986,0.7199081778526306,3.960549831390381,0.5214539170265198,2984.984375,0.6371681690216064,0.7336127161979675,0.5145873427391052
20,0.614503800868988,0.7197770476341248,3.9800097942352295,0.5249578952789307,2991.73046875,0.6415929198265076,0.7428146004676819,0.5169069170951843
21,0.6164122223854065,0.715348482131958,4.0067360401153564,0.5244459509849548,2994.26171875,0.6371681690216064,0.7363536953926086,0.5141719579696655
22,0.6211832165718079,0.7177575826644897,3.9689788818359375,0.5177804827690125,3014.3828125,0.6415929198265076,0.741522490978241,0.5151830911636353
23,0.6183205842971802,0.7197952270507812,3.9989564418792725,0.5233293771743774,3014.3828125,0.6415929198265076,0.7443025708198547,0.5115085244178772
24,0.6240457892417908,0.7176719903945923,4.1003806591033936,0.5188360810279846,3031.2578125,0.6371681690216064,0.7339259386062622,0.5124059319496155
25,0.6431297659873962,0.7389065027236938,4.059737682342529,0.5124154686927795,3031.2578125,0.6460176706314087,0.7404260635375977,0.515888512134552
26,0.6479007601737976,0.7473395466804504,4.048675298690796,0.5184376835823059,3031.2734375,0.6415929198265076,0.73893803358078,0.5114548206329346
27,0.6507633328437805,0.7385077476501465,4.092380523681641,0.5124047994613647,3031.2734375,0.6415929198265076,0.740347683429718,0.5135221481323242
28,0.6335877776145935,0.7387044429779053,4.071694612503052,0.5149969458580017,3031.2734375,0.6371681690216064,0.7401519417762756,0.5134128332138062
29,0.6335877776145935,0.7340281009674072,4.016946077346802,0.5147866606712341,3031.2734375,0.6371681690216064,0.7350614666938782,0.5141880512237549
30,0.6316794157028198,0.7481134533882141,4.0933544635772705,0.5145127177238464,3032.11328125,0.6327433586120605,0.7321638464927673,0.5145055651664734
31,0.6383587718009949,0.7446626424789429,4.0877814292907715,0.516171932220459,3032.11328125,0.6283186078071594,0.7379199862480164,0.5131713151931763
32,0.6393129825592041,0.7423827648162842,3.989593744277954,0.51017165184021,3032.11328125,0.6371681690216064,0.735335648059845,0.5133854746818542
33,0.6297709941864014,0.7305700182914734,3.9830009937286377,0.5135399699211121,3032.11328125,0.6327433586120605,0.7302842736244202,0.5136008858680725
