Metric,Mean,Std,Num_Runs
Val_Acc,0.6833666666666667,0.011547005383792525,3
Val_AUC,0.7790666666666667,0.0054197170897873894,3
Precision,0.7572666666666668,0.023933727944750575,3
Recall,0.5422333333333333,0.056683007447852755,3
F1,0.6301666666666667,0.0319565851325409,3
