Metric,Mean,Std,Num_Runs
Val_Acc,0.872,0.0,3
Val_AUC,0.9647333333333333,0.0008386497083606152,3
Precision,0.9935999999999999,0.005542562584220438,3
Recall,0.7386,0.004156921938165296,3
F1,0.8473,0.0006928203230275388,3
Total_Time(s),235.86,1.719738352191983,3
Max_RAM(MB),2552.9100000000003,54.996247144691615,3
