Timestamp,Action,Method,Input_Type,Secret,Output_File,MSE,PSNR,Status
2026-01-24 19:30:39,Encode,improved,img,voc_0001.jpg,outputs\encode\2026-01-24_19-30-39_IMPROVED_img\SA1.WAV.wav,9.984312,80.32,success
