Metric,Mean,Std,Num_Runs
Val_Acc,0.67377,0.026760711251135817,10
Val_AUC,0.74877,0.04453513095174291,10
Precision,0.626,0.032479087288763385,10
Recall,0.8726700000000001,0.053100471853940345,10
F1,0.7273,0.014348054455802249,10
Total_Time(s),88.635,1.2562576699600023,10
Max_RAM(MB),2044.184,35.09453398402031,10
