Metric,Mean,Std,Num_Runs
Val_Acc,0.654,0.010399465798246034,10
Val_AUC,0.70075,0.05309869741026297,10
Precision,0.6234999999999999,0.0670392753872269,10
Recall,0.8640000000000001,0.17731815724535624,10
F1,0.7065400000000001,0.05786240767737048,10
Total_Time(s),245.507,7.3734856072280985,10
Max_RAM(MB),2526.464,97.36684048826204,10
