Timestamp,Algo,Depth,Filters,BiLSTM,Val_Acc,Val_AUC,Precision,Recall,F1,Model_Path
2026-01-26 03:41:54,cnn,4,32,False,0.6467,0.7332,0.7245,0.4733,0.5726,Steganalysis/logs/CNN_D4_F32_20260126-034045/best_model.keras
