Timestamp,Algo,Depth,Filters,BiLSTM,Val_Acc,Val_AUC,Precision,Recall,F1,Model_Path
2026-01-27 07:50:24,cnn,5,64,False,0.6333,0.6883,0.6852,0.4933,0.5736,/content/drive/MyDrive/Git-audio-stego/audio-steganograph/Steganalysis/logs/MUSDB_LSB/find_lr/CNN_D5_F64_LR1e-05_20260127-074746/best_model.keras
