Metric,Mean,Std,Num_Runs
Val_Acc,0.66681,0.0042199131112698,10
Val_AUC,0.7662800000000001,0.012077600939112226,10
Precision,0.65059,0.019145086401824704,10
Recall,0.7301,0.08480089098064425,10
F1,0.6848799999999999,0.025618907947928725,10
Total_Time(s),222.163,5.675176061879781,10
Max_RAM(MB),3303.63,426.9507930273308,10
