Metric,Mean,Std,Num_Runs
Val_Acc,0.8238,0.014544261946058176,10
Val_AUC,0.9394,0.005310157980491506,10
Precision,0.8540700000000001,0.07807480814364301,10
Recall,0.8066799999999998,0.14360813037955444,10
F1,0.8165100000000001,0.03617259398433509,10
Total_Time(s),212.629,4.395071608568448,10
Max_RAM(MB),3239.2470000000003,432.3372415667607,10
