Metric,Mean,Std,Num_Runs
Val_Acc,0.64248,0.012813777307604838,10
Val_AUC,0.7373800000000001,0.014838673196152768,10
Precision,0.65213,0.03277268679861325,10
Recall,0.6327499999999999,0.13214836148982112,10
F1,0.6333,0.051852547349832946,10
Total_Time(s),205.718,4.972177703090578,10
Max_RAM(MB),3106.2509999999997,449.40425843430654,10
