epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6033333539962769,0.6519375443458557,0.7779479622840881,0.5,0.5565333962440491,1.6511650085449219
1,0.6225000023841858,0.6971527934074402,0.6155598163604736,0.6166666746139526,0.6295333504676819,0.6453040242195129
2,0.6399999856948853,0.7243847250938416,0.5768678188323975,0.6266666650772095,0.6900222301483154,0.5883756279945374
3,0.6474999785423279,0.7296957969665527,0.5669220089912415,0.5733333230018616,0.6832444071769714,0.567027747631073
4,0.6308333277702332,0.7210013270378113,0.5646234750747681,0.6166666746139526,0.7109111547470093,0.5665687918663025
5,0.6341666579246521,0.7258999347686768,0.5465598106384277,0.6266666650772095,0.7238444685935974,0.5315923094749451
6,0.6316666603088379,0.7364694476127625,0.5335379242897034,0.6133333444595337,0.7093111276626587,0.5497642755508423
7,0.675000011920929,0.7680554986000061,0.5203410387039185,0.6566666960716248,0.7655110955238342,0.4887996017932892
8,0.6691666841506958,0.7690027356147766,0.5102498531341553,0.6499999761581421,0.7596222162246704,0.48187682032585144
9,0.6891666650772095,0.7813250422477722,0.5036612749099731,0.6266666650772095,0.7644444704055786,0.5042585730552673
10,0.6866666674613953,0.788463830947876,0.49919185042381287,0.6666666865348816,0.7817555665969849,0.509972870349884
11,0.6800000071525574,0.7879833579063416,0.49440547823905945,0.6733333468437195,0.7740666270256042,0.48960500955581665
12,0.6941666603088379,0.7990555763244629,0.478561669588089,0.6866666674613953,0.7978888750076294,0.4563515782356262
13,0.6850000023841858,0.7941040992736816,0.48622360825538635,0.6733333468437195,0.7919333577156067,0.45578694343566895
14,0.699999988079071,0.8091167211532593,0.4687443673610687,0.6866666674613953,0.8005555868148804,0.45296886563301086
15,0.7149999737739563,0.8147028088569641,0.4658004641532898,0.6700000166893005,0.8057555556297302,0.4476970434188843
16,0.7133333086967468,0.8184666633605957,0.4680970311164856,0.6600000262260437,0.7997334003448486,0.4444235861301422
17,0.7074999809265137,0.8232347369194031,0.46184438467025757,0.6666666865348816,0.7943333387374878,0.46057358384132385
18,0.7149999737739563,0.8233375549316406,0.45885634422302246,0.6766666769981384,0.7925111055374146,0.46340927481651306
19,0.7174999713897705,0.8297889232635498,0.4507938623428345,0.6833333373069763,0.8040221929550171,0.4356795847415924
20,0.715833306312561,0.8282208442687988,0.4561082422733307,0.6766666769981384,0.8021332621574402,0.45096996426582336
21,0.7266666889190674,0.8333541750907898,0.44755202531814575,0.6800000071525574,0.7977111339569092,0.43825170397758484
22,0.7233333587646484,0.8387554883956909,0.43971455097198486,0.7099999785423279,0.8038444519042969,0.4399069845676422
23,0.7174999713897705,0.8456596732139587,0.4367053210735321,0.6966666579246521,0.8139777779579163,0.44458258152008057
