Timestamp,CoverFile,SecretFile,Status,Time(s),MSE,PSNR,SNR,Rate(kBps),CPU(%),RAM(MB),Info
12:59:30,6_data_TEST_DR4_FREW0_SX290.WAV.wav,2012_003923.jpg,Success,4.0748,0.000000,93.96,48.02,1.6838,0.90,52.41,Rnd_Adaptive_Content
12:59:34,6_data_TEST_DR3_FKMS0_SA1.WAV.wav,2010_001069.png,Success,3.2251,0.000000,96.51,61.95,0.9396,3.40,53.45,Rnd_Adaptive_Content
12:59:39,6_data_TEST_DR4_MTEB0_SI1133.WAV.wav,2010_004704.png,Success,5.4009,0.000000,95.72,54.39,1.1223,5.90,53.52,Rnd_Adaptive_Content
12:59:42,6_data_TEST_DR1_MRJO0_SX374.WAV.wav,2011_005852.jpg,Success,3.1365,0.000000,81.50,41.06,4.2148,8.70,53.46,Rnd_Adaptive_Content
12:59:43,6_data_TEST_DR4_MDLS0_SX8.WAV.wav,2011_006638.jpg,Success,0.9688,0.000000,95.00,64.26,1.3252,5.20,53.23,Rnd_Adaptive_Content
12:59:45,6_data_TEST_DR4_MROA0_SX227.WAV.wav,2009_005141.png,Success,1.2407,0.000000,94.72,50.95,1.3934,4.40,53.31,Rnd_Adaptive_Content
12:59:46,6_data_TEST_DR4_MKCL0_SX281.WAV.wav,2008_006250.jpg,Success,1.2700,0.000000,95.05,62.21,1.3061,5.90,53.75,Rnd_Adaptive_Content
12:59:47,6_data_TEST_DR4_MKCL0_SI1091.WAV.wav,2012_002797.jpg,Success,1.1243,0.000000,95.01,57.86,1.3173,4.90,53.09,Rnd_Adaptive_Content
12:59:48,6_data_TEST_DR3_FPKT0_SA2.WAV.wav,2007_000063.png,Success,1.0284,0.000000,93.65,56.58,1.8224,4.40,53.39,Rnd_Adaptive_Content
12:59:49,6_data_TEST_DR3_MTAA0_SX115.WAV.wav,2008_008074.jpg,Success,0.9258,0.000000,93.81,62.22,1.7538,5.40,52.64,Rnd_Adaptive_Content
12:59:50,6_data_TEST_DR2_FJRE0_SX216.WAV.wav,2009_002452.jpg,Success,0.9608,0.000000,87.87,51.57,2.7100,8.50,53.15,Rnd_Adaptive_Content
12:59:51,6_data_TEST_DR4_MDRM0_SX383.WAV.wav,2012_003530.jpg,Success,0.9273,0.000000,88.36,49.12,2.4549,5.50,53.21,Rnd_Adaptive_Content
12:59:52,6_data_TEST_DR4_FCFT0_SX278.WAV.wav,2008_001118.png,Success,0.8780,0.000000,99.33,55.50,0.4897,9.60,53.89,Rnd_Adaptive_Content
12:59:53,6_data_TEST_DR2_MMDB1_SI1625.WAV.wav,2008_008490.jpg,Success,0.9341,0.000000,80.75,42.56,4.9228,5.40,53.40,Rnd_Adaptive_Content
12:59:54,6_data_TEST_DR4_MROA0_SI1970.WAV.wav,2008_007473.jpg,Success,0.9073,0.000000,96.20,48.87,1.0033,5.70,52.62,Rnd_Adaptive_Content
12:59:55,6_data_TEST_DR2_MMDM2_SI2082.WAV.wav,2008_003269.jpg,Success,0.8987,0.000000,81.29,41.71,4.3793,11.70,52.90,Rnd_Adaptive_Content
12:59:56,6_data_TEST_DR3_MJBR0_SX371.WAV.wav,2012_001301.jpg,Success,0.9379,0.000000,94.59,63.38,1.4490,5.50,53.52,Rnd_Adaptive_Content
12:59:57,6_data_TEST_DR5_FASW0_SI2180.WAV.wav,2012_003882.jpg,Success,0.9912,0.000000,95.12,58.62,1.2906,8.30,52.56,Rnd_Adaptive_Content
12:59:58,6_data_TEST_DR4_FCRH0_SA2.WAV.wav,2009_000212.jpg,Success,1.2624,0.000000,94.38,58.95,1.5281,6.00,53.53,Rnd_Adaptive_Content
13:00:00,6_data_TEST_DR2_MGWT0_SI1539.WAV.wav,2007_003587.png,Success,1.0477,0.000000,96.56,58.63,0.9269,12.50,53.69,Rnd_Adaptive_Content
13:00:01,6_data_TEST_DR3_MTDT0_SX4.WAV.wav,2010_002939.jpg,Success,1.0698,0.000000,94.88,55.97,1.3648,6.10,52.86,Rnd_Adaptive_Content
13:00:02,6_data_TEST_DR3_MTAA0_SI1915.WAV.wav,2007_003169.png,Success,0.9785,0.000000,97.63,65.89,0.7227,8.20,52.82,Rnd_Adaptive_Content
13:00:03,6_data_TEST_DR4_MKCL0_SX371.WAV.wav,2008_007797.png,Success,1.0713,0.000000,98.28,61.53,0.6163,4.20,53.68,Rnd_Adaptive_Content
13:00:04,6_data_TEST_DR5_FASW0_SX200.WAV.wav,2010_000655.jpg,Success,0.9015,0.000000,96.66,61.56,0.9023,6.50,52.42,Rnd_Adaptive_Content
13:00:05,6_data_TEST_DR3_MTDT0_SX364.WAV.wav,2011_002110.png,Success,0.9823,0.000000,96.80,57.85,0.8749,8.00,52.99,Rnd_Adaptive_Content
13:00:06,6_data_TEST_DR4_FJMG0_SA1.WAV.wav,2010_000195.png,Success,0.9367,0.000000,99.34,61.05,0.4857,5.40,53.70,Rnd_Adaptive_Content
13:00:07,6_data_TEST_DR1_MJSW0_SA2.WAV.wav,2008_002067.png,Success,1.0039,0.000000,94.47,60.18,1.4734,7.80,53.46,Rnd_Adaptive_Content
13:00:08,6_data_TEST_DR3_MGLB0_SX274.WAV.wav,2008_005589.jpg,Success,0.9155,0.000000,89.00,49.64,2.1192,5.40,53.58,Rnd_Adaptive_Content
13:00:09,6_data_TEST_DR4_MTLS0_SX290.WAV.wav,2008_003442.jpg,Success,0.9138,0.000000,88.73,42.54,2.2208,5.90,52.54,Rnd_Adaptive_Content
13:00:10,6_data_TEST_DR2_MABW0_SA2.WAV.wav,2012_001650.jpg,Success,0.9359,0.000000,89.09,55.80,2.0999,5.90,53.42,Rnd_Adaptive_Content
13:00:11,6_data_TEST_DR2_MTAS1_SX28.WAV.wav,2012_003273.jpg,Success,1.1520,0.000000,87.58,49.40,2.8739,8.40,53.11,Rnd_Adaptive_Content
13:00:12,6_data_TEST_DR1_FELC0_SA2.WAV.wav,2008_005818.jpg,Success,1.3344,0.000000,88.97,47.53,2.1049,5.70,53.69,Rnd_Adaptive_Content
13:00:14,6_data_TEST_DR3_FCMH0_SA1.WAV.wav,2008_005078.jpg,Success,1.1846,0.000000,95.25,58.29,1.2412,7.10,52.27,Rnd_Adaptive_Content
13:00:15,6_data_TEST_DR2_MBJK0_SX185.WAV.wav,2008_007548.png,Success,0.9763,0.000000,95.46,59.54,1.1851,8.30,53.30,Rnd_Adaptive_Content
13:00:16,6_data_TEST_DR2_MTMR0_SA2.WAV.wav,2009_000655.png,Success,1.0017,0.000000,94.83,52.44,1.3703,5.10,53.58,Rnd_Adaptive_Content
13:00:17,6_data_TEST_DR3_MCSH0_SX289.WAV.wav,2009_003666.png,Success,1.1367,0.000000,95.45,66.17,1.1955,5.40,53.72,Rnd_Adaptive_Content
13:00:18,6_data_TEST_DR3_MJMP0_SX275.WAV.wav,2010_004704.png,Success,0.6058,0.000000,95.23,59.51,1.2415,66.30,53.47,Rnd_Adaptive_Content
13:00:19,6_data_TEST_DR1_MSJS1_SI639.WAV.wav,2010_006893.jpg,Success,1.0889,0.000000,87.34,42.32,2.9985,5.90,53.17,Rnd_Adaptive_Content
13:00:20,6_data_TEST_DR4_FJLM0_SX53.WAV.wav,2012_002230.jpg,Success,1.0038,0.000000,88.51,42.52,2.3764,4.70,53.37,Rnd_Adaptive_Content
13:00:21,6_data_TEST_DR4_FREW0_SX200.WAV.wav,2010_003752.jpg,Success,0.9640,0.000000,93.41,48.81,1.8932,5.60,53.20,Rnd_Adaptive_Content
13:00:22,6_data_TEST_DR2_FSLB1_SX194.WAV.wav,2011_004180.jpg,Success,1.0749,0.000000,87.88,44.81,2.7858,4.10,53.42,Rnd_Adaptive_Content
13:00:23,6_data_TEST_DR2_FCMR0_SI1105.WAV.wav,2011_004840.jpg,Success,0.9337,0.000000,95.24,54.68,1.2663,5.50,52.58,Rnd_Adaptive_Content
13:00:24,6_data_TEST_DR4_MPLB0_SA2.WAV.wav,2011_006090.jpg,Success,0.9867,0.000000,88.94,51.97,2.0760,7.90,53.38,Rnd_Adaptive_Content
