File,k,Ratio,Audio MSE,Audio PSNR,Audio SNR,Rate(kBps),Image Size,Status
mpam0_sx19.wav,8,4:2:0,6106.48132,52.45,16.98,7.6,256x256 (4:2:0),Success
marc0_si1188.wav,8,4:2:0,3444.20207,54.94,15.47,3.99,128x128 (4:2:0),Success
fjem0_sx94.wav,8,4:2:0,4195.2833,54.08,18.61,4.65,256x256 (4:2:0),Success
mclk0_sx400.wav,8,4:2:0,5721.49375,52.73,13.97,6.74,256x256 (4:2:0),Success
fgmb0_sa1.wav,8,4:2:0,3890.58306,54.41,23.55,4.91,256x256 (4:2:0),Success
mtaa0_sx385.wav,8,4:2:0,6679.27955,52.06,18.17,7.82,256x256 (4:2:0),Success
mrbc0_sa1.wav,8,4:2:0,4134.97408,54.14,21.32,5.25,256x256 (4:2:0),Success
mbef0_si1281.wav,8,4:2:0,2833.87007,55.79,18.97,3.36,256x256 (4:2:0),Success
mdcd0_sa1.wav,8,4:2:0,2958.38989,55.6,14.06,3.55,256x256 (4:2:0),Success
mdcd0_sx335.wav,8,4:2:0,1602.79138,58.26,14.53,1.73,256x256 (4:2:0),Success
fmah0_sx119.wav,8,4:2:0,5198.28924,53.15,14.75,5.99,256x256 (4:2:0),Success
fssb0_si1712.wav,8,4:2:0,6439.50665,52.22,12.11,8.08,256x256 (4:2:0),Success
mwbt0_sx113.wav,8,4:2:0,5204.6872,53.15,18.21,6.01,256x256 (4:2:0),Success
fasw0_sx200.wav,8,4:2:0,4890.26248,53.42,18.31,5.25,256x256 (4:2:0),Success
mdlc1_si2065.wav,8,4:2:0,3465.99617,54.91,18.08,4.18,256x256 (4:2:0),Success
mrgg0_sx299.wav,8,4:2:0,2392.26434,56.52,18.17,2.99,256x256 (4:2:0),Success
mlsh0_si2047.wav,8,4:2:0,5326.86548,53.04,17.15,5.94,256x256 (4:2:0),Success
mbwm0_sx314.wav,8,4:2:0,5191.45443,53.16,11.22,6.06,256x256 (4:2:0),Success
mrfk0_sa2.wav,8,4:2:0,6012.08458,52.52,12.82,6.91,256x256 (4:2:0),Success
mfgk0_sx34.wav,8,4:2:0,4908.77507,53.4,12.92,5.5,256x256 (4:2:0),Success
mmdb1_sa1.wav,8,4:2:0,3300.70799,55.12,24.17,4.06,256x256 (4:2:0),Success
mfrm0_si1717.wav,8,4:2:0,5138.27572,53.2,16.29,5.65,256x256 (4:2:0),Success
fear0_sx442.wav,8,4:2:0,3520.7563,54.84,15.6,4.17,256x256 (4:2:0),Success
fadg0_sx109.wav,8,4:2:0,4992.685,53.33,16.02,5.92,256x256 (4:2:0),Success
mmdh0_sx216.wav,8,4:2:0,4321.585,53.95,15.38,4.81,256x256 (4:2:0),Success
mgaf0_si652.wav,8,4:2:0,5051.65076,53.27,17.89,5.9,256x256 (4:2:0),Success
fsjk1_sx35.wav,8,4:2:0,9662.52515,50.46,11.28,10.29,256x256 (4:2:0),Success
mrgs0_sx366.wav,8,4:2:0,2412.76746,56.48,23.61,2.94,256x256 (4:2:0),Success
fkaa0_sa1.wav,8,4:2:0,2469.0954,56.38,17.54,2.86,256x256 (4:2:0),Success
megj0_si707.wav,8,4:2:0,3193.46645,55.27,16.54,3.86,256x256 (4:2:0),Success
mdtb0_si570.wav,8,4:2:0,4076.65322,54.21,8.19,4.44,256x256 (4:2:0),Success
mdlr1_sa1.wav,8,4:2:0,3791.82055,54.52,18.95,4.3,256x256 (4:2:0),Success
fcft0_sa1.wav,8,4:2:0,3440.70996,54.94,12.14,3.94,256x256 (4:2:0),Success
flja0_sx358.wav,8,4:2:0,6517.73553,52.17,15.04,8.26,256x256 (4:2:0),Success
mjvw0_sx203.wav,8,4:2:0,7195.28353,51.74,10.19,7.74,256x256 (4:2:0),Success
fjdm2_si1964.wav,8,4:2:0,2987.18951,55.56,21.31,3.35,256x256 (4:2:0),Success
ftaj0_sa2.wav,8,4:2:0,7446.31165,51.59,13.17,8.74,256x256 (4:2:0),Success
fpad0_si1976.wav,8,4:2:0,7406.08272,51.61,15.73,8.01,256x256 (4:2:0),Success
mjma0_si1495.wav,8,4:2:0,5714.99939,52.74,18.27,6.74,256x256 (4:2:0),Success
flkd0_sx199.wav,8,4:2:0,3885.57652,54.41,16.86,4.77,256x256 (4:2:0),Success
mkjl0_si470.wav,8,4:2:0,6510.70071,52.17,15.58,6.61,256x256 (4:2:0),Success
mjvw0_sx293.wav,8,4:2:0,4471.48252,53.8,7.98,4.77,256x256 (4:2:0),Success
mjlg1_sa1.wav,8,4:2:0,4867.14526,53.44,16.71,6.1,256x256 (4:2:0),Success
mjdh0_sx94.wav,8,4:2:0,5018.85738,53.3,15.12,5.34,256x256 (4:2:0),Success
mbjv0_sx347.wav,8,4:2:0,2079.7634,57.13,12.16,2.19,256x256 (4:2:0),Success
mppc0_sx62.wav,8,4:2:0,4183.46191,54.09,13.92,4.63,256x256 (4:2:0),Success
fklc0_si1615.wav,8,4:2:0,7127.32396,51.78,14.62,7.69,256x256 (4:2:0),Success
fhes0_si1109.wav,8,4:2:0,2693.14149,56.01,16.79,2.84,256x256 (4:2:0),Success
fsbk0_si1069.wav,8,4:2:0,2186.64953,56.91,22.01,2.64,256x256 (4:2:0),Success
mjvw0_sx383.wav,8,4:2:0,3994.91991,54.29,10.8,4.44,256x256 (4:2:0),Success
mrsp0_sx169.wav,8,4:2:0,1491.83729,58.57,23.92,1.57,256x256 (4:2:0),Success
mtqc0_si1441.wav,8,4:2:0,1277.79356,59.24,26.31,1.45,256x256 (4:2:0),Success
fltm0_si2330.wav,8,4:2:0,6294.67764,52.32,15.59,7.32,256x256 (4:2:0),Success
fcke0_sa1.wav,8,4:2:0,3351.75668,55.06,13.16,3.84,256x256 (4:2:0),Success
fmkc0_si1702.wav,8,4:2:0,7369.20046,51.63,3.56,8.37,256x256 (4:2:0),Success
mpab0_sx408.wav,8,4:2:0,3381.56912,55.02,10.54,3.44,256x256 (4:2:0),Success
fhew0_sa2.wav,8,4:2:0,3757.64543,54.56,16.18,4.34,256x256 (4:2:0),Success
fcaj0_si849.wav,8,4:2:0,3584.45442,54.76,10.62,3.75,256x256 (4:2:0),Success
fjkl0_sx122.wav,8,4:2:0,5500.6905,52.9,13.95,6.44,256x256 (4:2:0),Success
mrjs0_sx4.wav,8,4:2:0,5870.40527,52.62,19.63,7.28,256x256 (4:2:0),Success
mrrk0_si1288.wav,8,4:2:0,3477.85558,54.9,8.14,3.58,256x256 (4:2:0),Success
mtrc0_sx93.wav,8,4:2:0,6879.10862,51.93,12.82,7.8,256x256 (4:2:0),Success
madc0_si1367.wav,8,4:2:0,1873.02158,57.58,21.13,2.19,256x256 (4:2:0),Success
fjrp1_sx442.wav,8,4:2:0,1549.1203,58.41,26.46,1.79,256x256 (4:2:0),Success
maeo0_sa2.wav,8,4:2:0,5849.24999,52.64,15.23,6.58,256x256 (4:2:0),Success
mwew0_si1991.wav,8,4:2:0,3585.63768,54.76,20.28,4.45,256x256 (4:2:0),Success
mctt0_sx208.wav,8,4:2:0,3867.7517,54.43,21.79,4.4,256x256 (4:2:0),Success
fskp0_sa2.wav,8,4:2:0,6894.55727,51.92,19.37,8.16,256x256 (4:2:0),Success
mhbs0_si2205.wav,8,4:2:0,4485.26302,53.79,17.91,5.53,256x256 (4:2:0),Success
flma0_si613.wav,8,4:2:0,4704.53319,53.58,14.12,5.24,256x256 (4:2:0),Success
mmeb0_si1987.wav,8,4:2:0,8649.55179,50.94,18.89,11.49,256x256 (4:2:0),Success
fntb0_sx33.wav,8,4:2:0,4080.8817,54.2,15.32,4.43,256x256 (4:2:0),Success
fdkn0_si1711.wav,8,4:2:0,4937.66043,53.37,21.49,5.75,256x256 (4:2:0),Success
mtas1_sx28.wav,8,4:2:0,8058.78667,51.25,13.06,9.19,256x256 (4:2:0),Success
mrcs0_si1853.wav,8,4:2:0,1895.23762,57.53,15.82,2.08,256x256 (4:2:0),Success
fasw0_sa1.wav,8,4:2:0,3528.41363,54.83,18.88,4.18,256x256 (4:2:0),Success
mbcg0_sx327.wav,8,4:2:0,2638.13274,56.1,16.51,3.08,256x256 (4:2:0),Success
mdem0_si608.wav,8,4:2:0,2699.53542,56.0,24.74,2.76,256x256 (4:2:0),Success
medr0_sx384.wav,8,4:2:0,8841.15718,50.84,8.56,10.13,256x256 (4:2:0),Success
mmdb0_sx87.wav,8,4:2:0,9523.50027,50.52,18.79,10.87,256x256 (4:2:0),Success
maeo0_si1655.wav,8,4:2:0,4340.59853,53.93,9.62,4.22,256x256 (4:2:0),Success
mjws0_si1773.wav,8,4:2:0,5829.06337,52.65,12.47,6.7,256x256 (4:2:0),Success
mjmm0_sx265.wav,8,4:2:0,4513.0684,53.76,16.85,4.68,256x256 (4:2:0),Success
mrml0_sx161.wav,8,4:2:0,3210.75063,55.24,18.76,3.68,256x256 (4:2:0),Success
makr0_si1352.wav,8,4:2:0,6764.4041,52.01,17.91,7.81,256x256 (4:2:0),Success
mrcg0_si798.wav,8,4:2:0,2387.07308,56.53,22.85,2.74,256x256 (4:2:0),Success
mtls0_sx20.wav,8,4:2:0,4513.77977,53.76,9.04,5.24,256x256 (4:2:0),Success
mwch0_sa1.wav,8,4:2:0,3678.48158,54.65,15.41,4.64,256x256 (4:2:0),Success
mdmt0_sa1.wav,8,4:2:0,3783.6338,54.53,20.75,4.8,256x256 (4:2:0),Success
mbpm0_sx407.wav,8,4:2:0,3699.62852,54.63,16.56,4.2,256x256 (4:2:0),Success
mdcm0_sx310.wav,8,4:2:0,4045.95517,54.24,18.33,4.93,256x256 (4:2:0),Success
fdaw0_si1271.wav,8,4:2:0,4037.19847,54.25,13.21,4.54,256x256 (4:2:0),Success
fdnc0_sx198.wav,8,4:2:0,7127.79468,51.78,8.63,8.4,256x256 (4:2:0),Success
fcdr1_sa1.wav,8,4:2:0,4358.10659,53.92,15.22,5.46,256x256 (4:2:0),Success
faem0_sx312.wav,8,4:2:0,2796.85508,55.84,19.86,3.31,256x256 (4:2:0),Success
mwrp0_si1443.wav,8,4:2:0,2928.16002,55.64,19.49,3.41,256x256 (4:2:0),Success
mrmb0_sa2.wav,8,4:2:0,4687.1911,53.6,18.1,5.76,256x256 (4:2:0),Success
mtmn0_si2324.wav,8,4:2:0,3131.83615,55.35,15.92,3.61,256x256 (4:2:0),Success
mtpr0_sx160.wav,8,4:2:0,2190.60233,56.9,13.83,2.52,256x256 (4:2:0),Success
fexm0_sx201.wav,8,4:2:0,1421.76983,58.78,28.68,1.64,256x256 (4:2:0),Success
mcal0_sa2.wav,8,4:2:0,6319.95696,52.3,8.7,6.68,256x256 (4:2:0),Success
mmlm0_sx357.wav,8,4:2:0,3709.05851,54.62,22.05,4.52,256x256 (4:2:0),Success
mdns0_si2271.wav,8,4:2:0,6746.08671,52.02,20.2,8.28,256x256 (4:2:0),Success
mrtj0_sx322.wav,8,4:2:0,4188.29151,54.09,16.03,4.72,256x256 (4:2:0),Success
mprb0_sx35.wav,8,4:2:0,4058.26849,54.23,17.88,4.7,256x256 (4:2:0),Success
mkls0_sa2.wav,8,4:2:0,3498.10142,54.87,13.99,3.6,256x256 (4:2:0),Success
mlll0_sx103.wav,8,4:2:0,4950.08319,53.36,23.35,5.86,256x256 (4:2:0),Success
fdaw0_si1406.wav,8,4:2:0,5169.2129,53.17,12.43,6.21,256x256 (4:2:0),Success
mrew1_si870.wav,8,4:2:0,4251.32132,54.02,16.95,5.43,256x256 (4:2:0),Success
fvkb0_si529.wav,8,4:2:0,4863.58051,53.44,13.47,5.57,256x256 (4:2:0),Success
mkjo0_sx424.wav,8,4:2:0,3493.9866,54.88,19.78,3.63,256x256 (4:2:0),Success
fpmy0_sa1.wav,8,4:2:0,2887.40118,55.7,20.12,3.54,256x256 (4:2:0),Success
mrjm4_sa1.wav,8,4:2:0,4622.00741,53.66,10.15,5.46,256x256 (4:2:0),Success
mjth0_sx306.wav,8,4:2:0,6093.75592,52.46,8.47,6.73,256x256 (4:2:0),Success
mrjm0_si1095.wav,8,4:2:0,7424.24223,51.6,15.18,8.85,256x256 (4:2:0),Success
mdac2_sa1.wav,8,4:2:0,2390.40198,56.52,28.26,2.91,256x256 (4:2:0),Success
mmdm1_si783.wav,8,4:2:0,7321.96758,51.66,15.54,8.42,256x256 (4:2:0),Success
mbma1_sx234.wav,8,4:2:0,3646.5603,54.69,19.03,4.11,256x256 (4:2:0),Success
fmah0_si1289.wav,8,4:2:0,4956.37069,53.36,14.51,5.63,256x256 (4:2:0),Success
mwdk0_sx176.wav,8,4:2:0,3088.49135,55.41,18.76,3.66,256x256 (4:2:0),Success
mjda0_si2291.wav,8,4:2:0,3398.82388,55.0,13.93,3.37,256x256 (4:2:0),Success
mrem0_si511.wav,8,4:2:0,4764.70963,53.53,17.0,5.32,256x256 (4:2:0),Success
mpgh0_si924.wav,8,4:2:0,4636.74599,53.65,9.56,4.9,256x256 (4:2:0),Success
mwsb0_sx366.wav,8,4:2:0,4800.86016,53.5,11.67,5.63,256x256 (4:2:0),Success
mrab1_si1478.wav,8,4:2:0,9459.69418,50.55,13.92,11.34,256x256 (4:2:0),Success
fmjb0_sx7.wav,8,4:2:0,4940.02272,53.37,12.66,6.05,256x256 (4:2:0),Success
flmk0_sa1.wav,8,4:2:0,3681.37891,54.65,15.77,3.92,256x256 (4:2:0),Success
mjjm0_sa1.wav,8,4:2:0,5367.81535,53.01,12.81,5.97,256x256 (4:2:0),Success
mses0_sa1.wav,8,4:2:0,5190.11689,53.16,12.78,6.32,256x256 (4:2:0),Success
faem0_sa2.wav,8,4:2:0,4550.04518,53.73,18.87,5.24,256x256 (4:2:0),Success
mbma1_sa2.wav,8,4:2:0,4582.48644,53.7,14.72,5.1,256x256 (4:2:0),Success
feac0_sx345.wav,8,4:2:0,5111.39013,53.22,16.77,6.44,256x256 (4:2:0),Success
mbma0_sx412.wav,8,4:2:0,4585.43797,53.7,9.31,5.23,256x256 (4:2:0),Success
mrre0_sa1.wav,8,4:2:0,4514.21106,53.76,19.73,5.5,256x256 (4:2:0),Success
mjfh0_sa1.wav,8,4:2:0,5718.53264,52.74,13.28,7.25,256x256 (4:2:0),Success
mtat0_sa1.wav,8,4:2:0,4090.46007,54.19,14.98,5.07,256x256 (4:2:0),Success
mmab1_sa1.wav,8,4:2:0,4164.50772,54.11,18.34,5.09,256x256 (4:2:0),Success
mstf0_sx226.wav,8,4:2:0,4270.66682,54.0,20.2,4.79,256x256 (4:2:0),Success
fecd0_si788.wav,8,4:2:0,3445.08125,54.94,15.55,3.75,256x256 (4:2:0),Success
mrtc0_sx288.wav,8,4:2:0,6188.97105,52.39,22.13,7.92,256x256 (4:2:0),Success
mvlo0_si1777.wav,8,4:2:0,6483.93687,52.19,15.38,7.69,256x256 (4:2:0),Success
mbml0_sx179.wav,8,4:2:0,4080.18868,54.2,19.25,4.85,256x256 (4:2:0),Success
mplb0_si1394.wav,8,4:2:0,3591.25331,54.76,17.73,4.54,256x256 (4:2:0),Success
fsdc0_sa1.wav,8,4:2:0,3063.40108,55.45,12.9,3.81,256x256 (4:2:0),Success
fdtd0_sa1.wav,8,4:2:0,2585.86015,56.18,23.46,3.21,256x256 (4:2:0),Success
fmgd0_si934.wav,8,4:2:0,4908.97547,53.4,17.57,5.61,256x256 (4:2:0),Success
mklr0_sx429.wav,8,4:2:0,3338.37329,55.07,20.73,3.89,256x256 (4:2:0),Success
mcef0_sa1.wav,8,4:2:0,5155.01114,53.19,12.64,6.17,256x256 (4:2:0),Success
mtdt0_si994.wav,8,4:2:0,4264.57013,54.01,12.76,4.87,256x256 (4:2:0),Success
mrcz0_si911.wav,8,4:2:0,4170.6335,54.11,21.04,4.84,256x256 (4:2:0),Success
mfmc0_si1132.wav,8,4:2:0,3185.8979,55.28,19.06,3.71,256x256 (4:2:0),Success
mlll0_sx13.wav,8,4:2:0,4507.5181,53.77,24.94,5.06,256x256 (4:2:0),Success
fklh0_sx267.wav,8,4:2:0,4498.17912,53.78,16.03,5.54,256x256 (4:2:0),Success
mcdr0_si1154.wav,8,4:2:0,3674.8633,54.66,17.66,4.11,256x256 (4:2:0),Success
mcrc0_sx192.wav,8,4:2:0,5857.5809,52.63,14.67,6.71,256x256 (4:2:0),Success
fetb0_si1778.wav,8,4:2:0,4414.55621,53.86,9.23,5.2,256x256 (4:2:0),Success
mdpk0_sx153.wav,8,4:2:0,5269.44675,53.09,16.07,5.95,256x256 (4:2:0),Success
mjlg1_si2272.wav,8,4:2:0,3333.81054,55.08,19.96,3.94,256x256 (4:2:0),Success
marc0_sa2.wav,8,4:2:0,3201.83464,55.26,16.34,3.69,256x256 (4:2:0),Success
fleh0_si1051.wav,8,4:2:0,1930.21155,57.45,17.44,2.35,256x256 (4:2:0),Success
mjjj0_sx353.wav,8,4:2:0,2800.87758,55.84,17.94,3.22,256x256 (4:2:0),Success
mjjj0_sx353.wav,8,4:2:0,5953.05035,52.56,14.67,6.82,256x256 (4:2:0),Success
mmea0_sx38.wav,8,4:2:0,3518.73902,54.85,9.08,3.48,256x256 (4:2:0),Success
fjrp1_si802.wav,8,4:2:0,3838.1687,54.47,17.65,4.27,256x256 (4:2:0),Success
freh0_sx415.wav,8,4:2:0,7462.97963,51.58,17.68,8.95,256x256 (4:2:0),Success
fjlm0_sa2.wav,8,4:2:0,7855.55969,51.36,6.18,9.27,256x256 (4:2:0),Success
mdvc0_si936.wav,8,4:2:0,5760.98598,52.7,17.15,6.85,256x256 (4:2:0),Success
fjrb0_sa2.wav,8,4:2:0,5246.24145,53.11,17.98,6.16,256x256 (4:2:0),Success
mdlb0_sx406.wav,8,4:2:0,1854.79477,57.63,23.05,1.97,256x256 (4:2:0),Success
mjac0_sx431.wav,8,4:2:0,6821.23919,51.97,13.4,7.39,256x256 (4:2:0),Success
makr0_sx362.wav,8,4:2:0,2384.50518,56.54,20.88,2.87,256x256 (4:2:0),Success
mfxs0_sa2.wav,8,4:2:0,3374.99532,55.03,13.68,3.8,256x256 (4:2:0),Success
mrdd0_sx60.wav,8,4:2:0,4049.16823,54.24,14.72,4.42,256x256 (4:2:0),Success
fpls0_sa1.wav,8,4:2:0,3496.99123,54.87,20.48,4.35,256x256 (4:2:0),Success
mdvc0_sx126.wav,8,4:2:0,3059.32098,55.45,19.68,3.58,256x256 (4:2:0),Success
mrab0_sx414.wav,8,4:2:0,3357.1566,55.05,17.79,3.71,256x256 (4:2:0),Success
meal0_si2177.wav,8,4:2:0,4584.2098,53.7,14.99,5.17,256x256 (4:2:0),Success
fsdc0_si2234.wav,8,4:2:0,4319.32783,53.95,13.11,5.1,128x128 (4:2:0),Success
mjmp0_sx185.wav,8,4:2:0,5569.77936,52.85,15.44,7.04,256x256 (4:2:0),Success
mrfl0_sa1.wav,8,4:2:0,1543.16098,58.42,21.96,2.0,256x256 (4:2:0),Success
fgcs0_sx226.wav,8,4:2:0,3234.53642,55.21,25.05,4.01,256x256 (4:2:0),Success
mdbp0_si1158.wav,8,4:2:0,4962.41039,53.35,12.77,6.11,256x256 (4:2:0),Success
fjwb1_sx345.wav,8,4:2:0,3777.71848,54.54,20.49,4.86,256x256 (4:2:0),Success
fbas0_sa1.wav,8,4:2:0,4358.10121,53.92,10.68,5.04,256x256 (4:2:0),Success
fkfb0_sx78.wav,8,4:2:0,6480.01047,52.19,9.35,7.04,256x256 (4:2:0),Success
mtqc0_sx271.wav,8,4:2:0,3451.33479,54.93,20.67,4.17,256x256 (4:2:0),Success
mbsb0_sx363.wav,8,4:2:0,4818.76931,53.48,16.29,5.38,256x256 (4:2:0),Success
fecd0_sx338.wav,8,4:2:0,3964.38191,54.33,17.35,4.62,256x256 (4:2:0),Success
fhxs0_sx445.wav,8,4:2:0,3940.69768,54.35,24.92,4.9,256x256 (4:2:0),Success
fdxw0_sx71.wav,8,4:2:0,3245.74347,55.2,13.69,3.45,256x256 (4:2:0),Success
mabw0_sx134.wav,8,4:2:0,4054.95952,54.23,19.12,5.03,256x256 (4:2:0),Success
mdwa0_sa2.wav,8,4:2:0,9427.25136,50.57,11.76,10.62,256x256 (4:2:0),Success
mrew1_sx420.wav,8,4:2:0,2939.85662,55.63,16.05,3.45,256x256 (4:2:0),Success
mdlh0_sx70.wav,8,4:2:0,4968.98466,53.35,15.73,5.09,128x128 (4:2:0),Success
AVERAGE,8,4:2:0,4709.41865,53.93,16.39,5.4,Mixed,Summary
