Metric,Mean,Std,Num_Runs
Val_Acc,0.6511333333333333,0.059640282807288315,3
Val_AUC,0.7517666666666667,0.05120013020816776,3
Precision,0.6157666666666667,0.08533383463394426,3
Recall,0.9066666666666666,0.15028713628695353,3
F1,0.7222666666666667,0.0018339392937972185,3
