Metric,Mean,Std,Num_Runs
Val_Acc,0.6688999999999999,0.02113101985234035,3
Val_AUC,0.7427333333333334,0.03833814462559884,3
Precision,0.6308666666666666,0.05059153420616274,3
Recall,0.8555666666666667,0.1467002499429818,3
F1,0.7188333333333333,0.023771060837357083,3
Total_Time(s),241.38666666666668,4.994890722862049,3
Max_RAM(MB),2500.01,16.886242921384135,3
