Metric,Mean,Std,Num_Runs
Val_Acc,0.5008333333333334,0.0014433756729740337,3
Val_AUC,0.5253,0.006547518613948347,3
Precision,0.5006,0.0010392304845413401,3
Recall,0.9033333333333333,0.16743157806499148,3
F1,0.6404666666666666,0.04543746618522354,3
Total_Time(s),104.37333333333333,1.3275666963785044,3
Max_RAM(MB),2085.5899999999997,57.541119210526205,3
