Timestamp,Algo,Depth,Filters,BiLSTM,Val_Acc,Val_AUC,Precision,Recall,F1,Model_Path
2026-01-26 04:21:43,cnn,2,32,False,0.6467,0.6834,0.6196,0.7600,0.6826,Steganalysis/logs/CNN_D2_F32_20260126-042052/best_model.keras
