Metric,Mean,Std,Num_Runs
Val_Acc,0.76372,0.01936720022213962,10
Val_AUC,0.87852,0.01834985921835188,10
Precision,0.74739,0.030477585570747288,10
Recall,0.8009000000000001,0.0485299678320291,10
F1,0.77185,0.020068895225087906,10
Total_Time(s),210.433,5.567193687627151,10
Max_RAM(MB),3549.41,409.25711540681993,10
