Timestamp,Algo,Depth,Filters,BiLSTM,Val_Acc,Val_AUC,Precision,Recall,F1,Model_Path
2026-01-27 07:43:36,cnn,5,64,False,0.6367,0.7190,0.7158,0.4533,0.5551,/content/drive/MyDrive/Git-audio-stego/audio-steganograph/Steganalysis/logs/MUSDB_LSB/find_lr/CNN_D5_F64_LR1e-05_20260127-074055/best_model.keras
