epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6033333539962769,0.6285194754600525,0.7405668497085571,0.4866666793823242,0.5180444717407227,0.7106269598007202
1,0.6158333420753479,0.6851083636283875,0.6641646027565002,0.6033333539962769,0.5493333339691162,0.6752901673316956
2,0.6166666746139526,0.6884806156158447,0.630133330821991,0.6233333349227905,0.6993111371994019,0.6091508269309998
3,0.6083333492279053,0.6991166472434998,0.6127763390541077,0.6366666555404663,0.7185333967208862,0.5987885594367981
4,0.6541666388511658,0.7414596676826477,0.5710031986236572,0.6100000143051147,0.69724440574646,0.5910050272941589
5,0.6308333277702332,0.7197540998458862,0.5852121114730835,0.6000000238418579,0.6746222972869873,0.5928658843040466
6,0.6333333253860474,0.7178124785423279,0.5789244174957275,0.5600000023841858,0.6765555739402771,0.5796828269958496
7,0.6116666793823242,0.7107347249984741,0.5816963911056519,0.6133333444595337,0.6631333231925964,0.5866410732269287
8,0.6358333230018616,0.7321249842643738,0.5531712770462036,0.5566666722297668,0.6578222513198853,0.5779522657394409
9,0.6633333563804626,0.752122163772583,0.5482756495475769,0.5600000023841858,0.6774443984031677,0.56036776304245
10,0.6641666889190674,0.7603513598442078,0.5404399633407593,0.5533333420753479,0.6714889407157898,0.5661990642547607
11,0.6483333110809326,0.737345814704895,0.5501793622970581,0.5566666722297668,0.6797555088996887,0.5599244832992554
12,0.6650000214576721,0.7557805180549622,0.5387219190597534,0.5566666722297668,0.672511100769043,0.5627800226211548
13,0.653333306312561,0.7494597434997559,0.5352440476417542,0.5766666531562805,0.6778888702392578,0.5554649829864502
14,0.6508333086967468,0.759623646736145,0.5315120220184326,0.5899999737739563,0.6816888451576233,0.5597199201583862
15,0.6650000214576721,0.7617055773735046,0.528701663017273,0.5766666531562805,0.7015554904937744,0.5529187917709351
16,0.6691666841506958,0.7705486416816711,0.520530104637146,0.6100000143051147,0.7173555493354797,0.5387790203094482
17,0.6483333110809326,0.7491124868392944,0.5354850888252258,0.6066666841506958,0.7078889012336731,0.5416542887687683
18,0.6675000190734863,0.7567194104194641,0.5330967903137207,0.5566666722297668,0.6908000707626343,0.5406357049942017
19,0.6733333468437195,0.7803680300712585,0.5161536931991577,0.5600000023841858,0.6834222674369812,0.5402768850326538
20,0.6775000095367432,0.775688886642456,0.5175959467887878,0.5899999737739563,0.6874445080757141,0.5410517454147339
21,0.6825000047683716,0.7903194427490234,0.5057867765426636,0.5866666436195374,0.7032666802406311,0.5389605760574341
22,0.6899999976158142,0.7964082956314087,0.5064224004745483,0.5733333230018616,0.6979333162307739,0.5385658740997314
23,0.684166669845581,0.7906416654586792,0.5064808130264282,0.5633333325386047,0.6986443996429443,0.5343453288078308
24,0.690833330154419,0.7959152460098267,0.5027061700820923,0.5866666436195374,0.7052667140960693,0.5339637398719788
25,0.6866666674613953,0.7900097370147705,0.5066452026367188,0.6033333539962769,0.7106221914291382,0.5368094444274902
26,0.6883333325386047,0.7869915962219238,0.5044578313827515,0.5699999928474426,0.7081555724143982,0.5293734073638916
27,0.6791666746139526,0.7865124344825745,0.5095930695533752,0.5833333134651184,0.7097110748291016,0.5303045511245728
28,0.6966666579246521,0.8026360869407654,0.4957793653011322,0.5866666436195374,0.7089332938194275,0.5331339240074158
29,0.6933333277702332,0.8007708191871643,0.49849361181259155,0.5633333325386047,0.7084222435951233,0.5336804986000061
