Metric,Mean,Std,Num_Runs
Val_Acc,0.6422333333333333,0.0038682468035705153,3
Val_AUC,0.6965,0.012338152211737367,3
Precision,0.6377333333333334,0.04362457258625388,3
Recall,0.6910999999999999,0.15527276000638363,3
F1,0.6533666666666665,0.056893262635687655,3
